Category Code 	Description
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Measured Emissions of PFCs from Primary Alminium Production
2.C.3 - Aluminium production	Estimated Global CF4 Emissions form Smelters with Various Cell Technologies
2.C.3 - Aluminium production	Estimated Global CF4 Emissions form Smelters with Various Cell Technologies
2.C.3 - Aluminium production	Estimated Global CF4 Emissions form Smelters with Various Cell Technologies
2.C.3 - Aluminium production	Estimated Global CF4 Emissions form Smelters with Various Cell Technologies
2.C.3 - Aluminium production	Estimated Global CF4 Emission Factor for Smelters with Various Cell Technologies
2.A.2 - Lime production	Emission factor for high calcium lime production
2.A.2 - Lime production	Emission factor for dolomitic lime production
2.A.2 - Lime production	Emission factor for hydraulic lime production
2.A.2 - Lime production	Water Content in Hydrated Lime
2.A.2 - Lime production	Water Content in Hydrated Lime
2.B.3 - Adipic Acid Production	N2O Generation Factor for Adipic Acid Production
2.B.3 - Adipic Acid Production	N2O Destruction Factor for Adipic Acid Production
2.B.3 - Adipic Acid Production	N2O Destruction Factor for Adipic Acid Production
2.B.3 - Adipic Acid Production	N2O Destruction Factor for Adipic Acid Production
2.B.3 - Adipic Acid Production	N2O Destruction Factor for Adipic Acid Production
2.B.3 - Adipic Acid Production	Abatement System Utilisation Factor for Adipic Acid Production (Factor to account for any down time of the emission abatement equipment)
2.B.3 - Adipic Acid Production	Abatement System Utilisation Factor for Adipic Acid Production (Factor to account for any down time of the emission abatement equipment)
2.B.3 - Adipic Acid Production	Abatement System Utilisation Factor for Adipic Acid Production (Factor to account for any down time of the emission abatement equipment)
2.B.3 - Adipic Acid Production	Abatement System Utilisation Factor for Adipic Acid Production (Factor to account for any down time of the emission abatement equipment)
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Generation Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Destruction Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Destruction Factor for Nitric Acid Production
2.B.2 - Nitric Acid Production	N2O Destruction Factor for Nitric Acid Production
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (slope)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (over-voltage coefficient)
2.C.3 - Aluminium production	Default coefficient for the calculation of PFC emissions from aluminum production (over-voltage coefficient)
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.C.3 - Aluminium production	Default Emission Factor for the Calculation of PFC Emissions from Aluminium Production
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
2.F.6 - Other Applications (please specify)	Default Emission Factor for SF6 Emissions from Electrical Equipment
3.A.1.b - Buffalo	Enteric Fermentation Emission Factor
3.A.1.b - Buffalo	Enteric Fermentation Emission Factor
3.A.1.c - Sheep	Enteric Fermentation Emission Factor
"3.A.1.c - Sheep
3.A.1.d - Goats"	Enteric Fermentation Emission Factor
3.A.1.d - Goats	Enteric Fermentation Emission Factor
3.A.1.e - Camels	Enteric Fermentation Emission Factor
3.A.1.e - Camels	Enteric Fermentation Emission Factor
3.A.1.f - Horses	Enteric Fermentation Emission Factor
3.A.1.f - Horses	Enteric Fermentation Emission Factor
3.A.1.g - Mules and Asses	Enteric Fermentation Emission Factor
3.A.1.g - Mules and Asses	Enteric Fermentation Emission Factor
3.A.1.h - Swine	Enteric Fermentation Emission Factor
3.A.1.h - Swine	Enteric Fermentation Emission Factor
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.i - Dairy Cows	Enteric Fermentation Emission Factors for Cattle
3.A.1.a.ii - Other Cattle	Enteric Fermentation Emission Factors for Cattle
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.c - Sheep	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.d - Goats	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.e - Camels	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.f - Horses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.g - Mules and Asses	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.i - Poultry	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
"3.A.2.a.i - Dairy cows
3.A.2.a.ii - Other cattle"	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
"3.A.2.a.i - Dairy cows
3.A.2.a.ii - Other cattle"	Manure Management Emission Factor
"3.A.2.a.i - Dairy cows
3.A.2.a.ii - Other cattle"	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
"3.A.2.a.i - Dairy cows
3.A.2.a.ii - Other cattle"	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.a.ii - Other cattle	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.h - Swine	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.b - Buffalo	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
3.A.2.a.i - Dairy cows	Manure Management Emission Factor
